URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,104,108,-0.018867924439302245,0.9472029046347175,612,0.6111111111111112,1.309090909090909,612,374,612,1020,2,5.222222222222222
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,88,113,-0.12437810883393975,0.9901370254476232,598,0.6053511705685619,2.5975233377786244,598,362,598,952,3,5.075250836120401
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,81,42,0.3170731681538767,0.3712023929557148,617,0.546191247974068,2.0871810089020775,617,337,617,1196,0,5.87034035656402
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,85,95,-0.05555555524691358,0.8328459965956763,533,0.5628517823639775,1.306709677419355,533,300,533,932,2,5.476547842401501
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,48,48,0.0,0.4210526278855033,372,0.5080645161290323,3.902277432712215,372,189,372,638,0,5.212365591397849
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,24,18,0.1428571394557824,0.15914786824831503,160,0.49375,9.235443037974683,160,79,160,287,0,5.44375
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,66,40,0.2452830165539338,0.35302879529408016,438,0.4977168949771689,5.089908256880734,438,218,438,820,0,5.69634703196347
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,77,93,-0.09411764650519032,0.8149638731450082,708,0.5084745762711864,2.63764705882353,708,360,708,1282,4,5.528248587570621
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,214,99,0.3674121394012392,0.8716439584890989,2214,0.5338753387533876,0.5272419627749577,2214,1182,2214,3806,7,5.327009936766034
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,119,85,0.1666666658496732,0.7470760168313479,957,0.49843260188087773,1.499783482833282,957,477,957,1737,4,5.5579937304075235
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,96,82,0.07865168495139503,0.7199881663593266,923,0.5352112676056338,1.7750000000000001,923,494,923,1707,0,5.6359696641386785
91,https://insights.blackcoffer.com/human-rights-outlook/,18,9,0.3333333209876548,0.08187134420277466,75,0.6,19.0,75,45,75,127,1,5.426666666666667
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,62,63,-0.007999999936,0.5525613986623036,480,0.59375,2.4000000000000004,480,285,480,789,0,5.3
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,120,128,-0.03225806438605619,1.1225240422200868,938,0.5170575692963753,0.8479936558287076,938,485,938,1658,1,5.424307036247335
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,130,121,0.035856573562324405,1.0617180308056517,962,0.5914760914760915,1.101360783329149,962,569,962,1727,0,5.61954261954262
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,65,77,-0.08450704165840112,0.6746973007337219,610,0.5475409836065573,2.313373253493014,610,334,610,1091,1,5.4868852459016395
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,100,122,-0.09909909865270676,1.069306138877554,1050,0.43523809523809526,2.381141834095882,1050,457,1050,1992,0,5.6761904761904765
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,79,59,0.14492753518168452,0.5188151492663732,555,0.4990990990990991,2.768624876928126,555,277,555,986,0,5.457657657657657
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,93,85,0.04494381997222573,0.7460082725786312,653,0.555895865237366,1.206319883325231,653,363,653,1129,4,5.294027565084226
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,94,74,0.11904761833900228,0.6501670786681747,616,0.547077922077922,2.77839762611276,616,337,616,1123,6,5.435064935064935
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,76,72,0.02702702684441198,0.6318160210090209,720,0.5027777777777778,3.4883127921801957,720,362,720,1439,0,6.025
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,24,10,0.41176469377162667,0.09133126844245928,100,0.6,12.666666666666668,100,60,100,161,1,5.2
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,81,68,0.08724832156209181,0.5972565589851362,648,0.5447530864197531,1.6413264455924015,648,353,648,1058,2,5.112654320987654
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,51,38,0.14606741408913018,0.3346146235041624,381,0.44881889763779526,5.976470588235294,381,171,381,680,2,5.475065616797901
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,80,97,-0.09604519719748476,0.8500346837962091,665,0.5172932330827068,1.9589147286821704,665,344,665,1279,1,5.754887218045113
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,81,80,0.006211180085644845,0.7018088638445331,540,0.5333333333333333,3.2884615384615388,540,288,540,925,1,5.425925925925926
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,13,9,0.18181817355371938,0.0805422639737847,91,0.6593406593406593,23.053333333333335,91,60,91,169,0,5.714285714285714
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,39,38,0.012987012818350484,0.3334472515734307,309,0.5210355987055016,4.606211180124223,309,161,309,542,0,5.3624595469255665
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,58,73,-0.1145038159198182,0.6393464521467871,506,0.5138339920948617,4.67076923076923,506,260,506,957,0,5.808300395256917
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,66,58,0.06451612851196671,0.5093378563085449,349,0.5787965616045845,4.9240099009901,349,202,349,554,4,4.91404011461318
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,79,71,0.05333333297777778,0.6232748483307274,612,0.5245098039215687,3.7799268590004065,612,321,612,1155,2,5.754901960784314
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,61,80,-0.13475177209395905,0.7005723467309973,586,0.4726962457337884,2.538628158844766,586,277,586,1088,0,5.600682593856655
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,75,87,-0.0740740736168267,0.7625081154725882,617,0.5072933549432739,2.1402099497946145,617,313,617,1105,1,5.656401944894651
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,74,65,0.06474820097303452,0.5707434002651722,469,0.5330490405117271,2.949848275862069,469,250,469,822,2,5.339019189765459
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,132,108,0.09999999958333333,0.9482456057134888,868,0.5599078341013825,1.3135802469135802,868,486,868,1495,2,5.355990783410138
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,95,77,0.10465116218226068,0.6763565832089973,927,0.49083063646170444,2.2119937205651494,927,455,927,1702,5,5.466019417475728
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,66,88,-0.14285714192949908,0.7706766849771388,481,0.6257796257796258,8.09656699889258,481,301,481,730,2,4.814968814968815
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,112,149,-0.14176245156412853,1.305774002128613,1011,0.5133531157270029,2.0657615270869742,1011,519,1011,1869,3,5.793273986152324
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,134,83,0.2350230403915989,0.730131774651402,639,0.6150234741784038,1.1584923664122138,639,393,639,1063,4,5.256651017214398
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,17,25,-0.1904761859410432,0.21762739996869787,207,0.357487922705314,12.755675675675677,207,74,207,413,1,5.816425120772947
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,126,200,-0.22699386433437466,1.7523947752918496,1354,0.49704579025110784,1.2071322436849927,1354,673,1354,2405,2,5.437961595273264
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,130,131,-0.0038314176098413117,1.1490891880114122,833,0.539015606242497,1.5106904231625835,833,449,833,1333,5,4.985594237695078
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,116,120,-0.016949152470554438,1.0524828929390049,1012,0.4634387351778656,1.4685803392419565,1012,469,1012,1830,3,5.4604743083003955
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,146,141,0.017421602726754,1.2369949154888757,1045,0.554066985645933,2.0575129533678758,1045,579,1045,1918,7,5.64688995215311
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,74,72,0.013698630043160069,0.6316991052486322,592,0.4831081081081081,2.4202259279182354,592,286,592,1061,1,5.513513513513513
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,134,67,0.33333333167495854,0.5906432696581728,1016,0.48031496062992124,1.6953161592505854,1016,488,1016,1907,1,5.690944881889764
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,52,47,0.050505049994898486,0.41272372488834363,479,0.5198329853862212,3.1328743545611015,479,249,479,868,0,5.572025052192067
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,84,118,-0.1683168308499167,1.0336112468029723,763,0.526867627785059,1.8031094527363185,763,402,763,1455,0,5.736566186107471
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,33,22,0.19999999636363644,0.19473684036514735,152,0.5263157894736842,6.664615384615385,152,80,152,278,1,5.776315789473684
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,32,25,0.12280701538935061,0.2203754982018759,290,0.5,6.08,290,145,290,523,1,5.503448275862069
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,139,174,-0.11182108590472496,1.525334889375091,1039,0.5601539942252165,7.400562324273665,1039,582,1039,2081,0,5.992300288739172
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,142,118,0.09230769195266272,1.035897426807502,1018,0.5461689587426326,1.346623346484103,1018,556,1018,1799,0,5.529469548133595
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,76,94,-0.1058823523183391,0.8236326037197287,776,0.5992268041237113,1.312035595105673,776,465,776,1432,1,5.766752577319588
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,45,44,0.011235954929933092,0.38606346990233736,420,0.4523809523809524,4.2,420,190,420,811,1,5.7404761904761905
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,17,26,-0.20930232071389954,0.2262341881846659,189,0.4973544973544973,7.640425531914895,189,94,189,364,0,5.857142857142857
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,18,40,-0.3793103382877528,0.34754990626458193,182,0.6483516483516484,5.861016949152543,182,118,182,271,1,4.84065934065934
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,9,28,-0.5135134996347703,0.24110952858996232,192,0.4427083333333333,9.36385026737968,192,85,192,393,0,5.994791666666667
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,17,7,0.41666664930555625,0.06505847880918489,133,0.47368421052631576,19.253333333333337,133,63,133,228,4,5.225563909774436
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,11,13,-0.08333332986111125,0.11330409260381401,130,0.4846153846153846,23.523809523809526,130,63,130,250,0,5.8538461538461535
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,9,11,-0.09999999500000024,0.09561403429285935,106,0.6037735849056604,10.789285714285715,106,64,106,193,0,5.179245283018868
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,76,67,0.06293706249694361,0.5882713725809261,565,0.45132743362831856,2.8065359477124185,565,255,565,998,0,5.32212389380531
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,41,33,0.10810810664718776,0.29042199838794025,258,0.5155038759689923,8.041558441558442,258,133,258,455,1,5.395348837209302
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,103,126,-0.1004366807841193,1.1043821246915242,1062,0.4670433145009416,1.6548387096774193,1062,496,1062,1966,0,5.564971751412429
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,47,52,-0.050505049994898486,0.4556973201255069,342,0.5263157894736842,3.208888888888889,342,180,342,675,0,5.707602339181286
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,38,46,-0.0952380941043084,0.40267334651949427,414,0.5144927536231884,3.165392354124749,414,213,414,745,0,5.809178743961352
146,https://insights.blackcoffer.com/blockchain-for-payments/,77,50,0.21259842352284705,0.44046138581632865,532,0.5206766917293233,2.304693140794224,532,277,532,995,3,5.926691729323308
147,https://insights.blackcoffer.com/the-future-of-investing/,112,76,0.19148936068356723,0.6683463920380454,640,0.546875,2.084571428571429,640,350,640,1191,0,5.7734375
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,79,97,-0.10227272669163223,0.8499800563449852,677,0.5701624815361891,1.3111016733203094,677,386,677,1263,1,5.596750369276219
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,43,32,0.14666666471111114,0.28198830160283167,323,0.5232198142414861,5.447041420118343,323,169,323,645,0,5.981424148606811
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,92,91,0.005464480844456389,0.798293541075008,595,0.5714285714285714,1.2870967741935484,595,340,595,1102,0,5.532773109243697
